City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hanoi,58.0,,,4.0,2.0,3.0,Have certificate,Basic,5.6
Hanoi,45.0,4.0,5.0,2.0,,,Have certificate,,3.5
Hanoi,45.0,6.2,4.0,5.0,5.0,5.0,Have certificate,Full,7.68
Ho Chi Minh City,126.2,5.6,12.0,1.0,2.0,1.0,,,6.9
Others,173.0,5.0,5.0,,2.0,,Have certificate,,2.4
Hanoi,55.0,,3.5,4.0,5.0,4.0,Have certificate,Full,5.5
Others,75.0,5.0,7.0,5.0,5.0,5.0,Have certificate,,8.8
Ho Chi Minh City,68.0,4.0,3.0,2.0,6.0,6.0,Have certificate,,4.95
Ho Chi Minh City,44.0,3.5,5.0,3.0,4.0,3.0,Have certificate,Basic,3.8
Hanoi,35.0,,,5.0,3.0,,Have certificate,,4.7
Others,90.0,,8.0,1.0,3.0,2.0,Have certificate,Full,2.13
Hanoi,35.0,,,4.0,4.0,3.0,Have certificate,Full,3.3
Hanoi,30.0,,,5.0,3.0,,Have certificate,Full,3.88
Hanoi,36.0,,5.0,5.0,4.0,4.0,Have certificate,Basic,5.65
Hanoi,38.0,,,6.0,4.0,3.0,Have certificate,Basic,6.25
Hanoi,37.0,,3.0,5.0,4.0,4.0,Have certificate,Full,6.5
Ho Chi Minh City,70.0,,,5.0,5.0,5.0,Have certificate,Full,6.01
Ho Chi Minh City,72.0,,,2.0,6.0,4.0,Have certificate,,6.75
Hanoi,41.0,,2.8,5.0,3.0,4.0,Have certificate,Full,5.7
Hanoi,80.0,5.0,2.0,5.0,5.0,6.0,Have certificate,,9.5
Hanoi,98.0,6.0,5.0,2.0,3.0,2.0,,,9.6
Ho Chi Minh City,60.0,4.0,9.0,3.0,5.0,5.0,Have certificate,Basic,7.6
Others,120.0,,20.0,2.0,3.0,3.0,Sale contract,,3.5
Ho Chi Minh City,82.5,,,2.0,3.0,2.0,Have certificate,Full,4.8
Hanoi,40.0,4.2,,5.0,6.0,4.0,Have certificate,Full,4.7
Others,81.0,4.5,9.0,5.0,5.0,5.0,,,5.8
Hanoi,35.0,4.0,4.0,3.0,4.0,3.0,Have certificate,Full,2.4
Ho Chi Minh City,157.0,10.0,3.0,4.0,7.0,7.0,Have certificate,Basic,10.0
Hanoi,41.0,,,4.0,4.0,3.0,Have certificate,,5.15
Others,310.0,9.1,,,,,,,3.8
Ho Chi Minh City,66.0,4.1,7.0,4.0,5.0,6.0,Have certificate,Basic,6.8
Ho Chi Minh City,60.0,4.0,3.0,3.0,4.0,6.0,Have certificate,Basic,4.8
Others,80.0,5.0,20.0,5.0,,,,,10.0
Hanoi,80.0,8.0,,4.0,4.0,3.0,Have certificate,Full,4.8
Ho Chi Minh City,85.0,5.0,6.0,3.0,4.0,4.0,Have certificate,Full,5.99
Others,96.0,8.0,20.0,3.0,5.0,4.0,Have certificate,,5.5
Ho Chi Minh City,49.1,3.86,50.0,2.0,3.0,2.0,Have certificate,,3.5
Others,60.0,,,,,,Have certificate,,10.0
Hanoi,50.0,,,5.0,,,Have certificate,Full,8.7
Ho Chi Minh City,85.0,,,3.0,3.0,4.0,Have certificate,Full,4.0
Hanoi,70.0,7.0,2.5,4.0,4.0,4.0,Have certificate,Full,9.8
Others,111.4,,,4.0,,,,,6.9
Hanoi,37.0,4.6,3.5,6.0,4.0,3.0,Have certificate,Full,7.5
Hanoi,30.0,3.5,3.0,5.0,3.0,4.0,Have certificate,Basic,3.2
Others,160.0,6.0,20.0,2.0,4.0,3.0,Sale contract,,4.55
Hanoi,37.0,3.8,3.0,6.0,3.0,4.0,Have certificate,Full,8.0
Others,177.0,17.0,13.0,2.0,5.0,7.0,Have certificate,Full,6.8
Hanoi,31.0,5.1,,3.0,4.0,3.0,Have certificate,,5.6
Ho Chi Minh City,56.5,,,3.0,4.0,3.0,Have certificate,,4.7
Others,90.0,,,3.0,4.0,3.0,Have certificate,,3.0
Hanoi,36.0,4.5,20.0,4.0,3.0,4.0,Have certificate,Basic,4.0
Others,60.0,4.0,20.0,5.0,6.0,4.0,Have certificate,Basic,8.6
Hanoi,47.0,3.5,,4.0,3.0,3.0,,,6.45
Others,44.0,4.5,10.0,4.0,3.0,3.0,Have certificate,Full,8.5
Others,114.0,,,4.0,,,Sale contract,,9.2
Hanoi,36.0,,,5.0,3.0,3.0,Have certificate,,6.05
Ho Chi Minh City,245.0,,12.0,1.0,,,Have certificate,,7.6
Hanoi,38.0,,,5.0,,,Have certificate,Full,4.5
Others,62.12,5.5,,3.0,2.0,2.0,Have certificate,Full,5.7
Hanoi,63.0,4.7,3.0,4.0,4.0,3.0,Have certificate,Basic,8.6
Hanoi,32.0,,,6.0,3.0,,,,6.5
Ho Chi Minh City,21.0,,5.0,3.0,2.0,2.0,Have certificate,,1.53
Hanoi,31.0,,,5.0,3.0,4.0,Have certificate,,9.5
Ho Chi Minh City,36.0,,,4.0,5.0,4.0,Have certificate,Full,6.25
Others,120.0,,56.0,3.0,,,Have certificate,,8.6
Hanoi,32.0,3.0,2.3,5.0,5.0,3.0,Have certificate,,3.7
Others,48.0,,,5.0,,,,,5.5
Ho Chi Minh City,45.0,,,,,1.0,Sale contract,,5.9
Hanoi,55.0,,,5.0,4.0,4.0,Have certificate,Full,9.29
Hanoi,41.0,4.5,,5.0,,,Have certificate,Full,6.6
Ho Chi Minh City,41.5,4.0,6.0,4.0,5.0,3.0,Have certificate,Full,7.7
Others,68.0,,15.0,,,,Have certificate,,4.6
Hanoi,35.0,,,5.0,2.0,2.0,,,6.85
Others,90.0,,,3.0,4.0,,,,8.7
Others,160.0,8.0,13.0,2.0,3.0,3.0,Sale contract,,4.65
Others,175.0,10.0,9.0,3.0,5.0,3.0,Have certificate,Full,9.1
Hanoi,30.5,4.0,3.0,4.0,3.0,3.0,Have certificate,Full,2.65
Others,127.0,9.0,5.0,1.0,2.0,1.0,Have certificate,Basic,2.16
Others,120.0,5.0,,2.0,3.0,3.0,Have certificate,Full,4.55
Others,50.0,4.0,6.0,4.0,4.0,3.0,Have certificate,,3.7
Ho Chi Minh City,60.0,10.0,10.0,3.0,5.0,3.0,Have certificate,,9.99
Ho Chi Minh City,91.0,4.0,5.0,4.0,4.0,4.0,Have certificate,,9.3
Ho Chi Minh City,27.0,3.0,3.0,3.0,4.0,2.0,Have certificate,,1.99
Hanoi,74.0,,,5.0,7.0,,Have certificate,,5.5
Hanoi,32.0,3.5,3.0,4.0,3.0,3.0,Have certificate,Full,3.95
Hanoi,52.0,4.6,6.0,4.0,4.0,4.0,Have certificate,,8.6
Others,50.0,4.0,3.0,3.0,3.0,3.0,Have certificate,Full,2.75
Hanoi,36.0,4.0,3.0,5.0,4.0,4.0,Have certificate,Full,2.8
Hanoi,50.0,5.0,2.0,6.0,4.0,5.0,Have certificate,Basic,6.5
Hanoi,70.0,4.5,2.5,5.0,5.0,5.0,Have certificate,Basic,10.0
Others,97.3,5.0,,3.0,3.0,3.0,Have certificate,Full,3.49
Others,90.0,6.0,15.0,5.0,5.0,5.0,Have certificate,,8.79
Hanoi,50.0,,,6.0,4.0,5.0,Have certificate,Full,7.55
Hanoi,35.0,,,6.0,4.0,5.0,Have certificate,Full,7.8
Others,45.0,4.0,2.0,2.0,3.0,2.0,,Full,1.49
Ho Chi Minh City,80.0,4.0,5.0,2.0,3.0,4.0,Have certificate,,4.25
Hanoi,34.0,,,5.0,4.0,,Have certificate,,4.3
Ho Chi Minh City,60.0,,,3.0,3.0,2.0,Have certificate,,5.9
Hanoi,34.0,,,5.0,3.0,4.0,Have certificate,Full,3.3
Others,160.0,8.0,13.0,3.0,4.0,4.0,,,6.2
Others,51.0,,,,,,Have certificate,,1.85
Ho Chi Minh City,68.0,,3.0,,6.0,6.0,Have certificate,Basic,4.95
Others,60.0,,,,,,Have certificate,Full,5.0
Hanoi,36.0,4.0,3.5,5.0,3.0,4.0,Have certificate,,4.55
Others,110.0,,,3.0,3.0,3.0,Have certificate,,5.9
Ho Chi Minh City,42.0,4.0,4.0,2.0,2.0,2.0,Have certificate,Full,1.9
Others,75.0,5.0,,4.0,,,Have certificate,,4.3
Hanoi,35.0,,3.0,4.0,4.0,3.0,Have certificate,Full,3.4
Hanoi,37.0,5.0,8.0,4.0,3.0,3.0,Have certificate,,3.4
Ho Chi Minh City,55.0,,,2.0,3.0,2.0,Have certificate,,4.75
Hanoi,56.0,5.2,,4.0,2.0,3.0,Have certificate,Full,6.1
Others,200.0,2.0,6.0,4.0,5.0,3.0,Have certificate,Basic,6.0
Others,76.0,,,,2.0,2.0,,Basic,2.22
Hanoi,38.0,,,4.0,3.0,3.0,Have certificate,Full,7.3
Hanoi,32.0,3.0,,5.0,3.0,4.0,,,4.25
Others,100.0,,,3.0,3.0,3.0,Have certificate,Full,5.3
Hanoi,61.0,4.5,3.0,4.0,4.0,3.0,Have certificate,Full,8.95
Hanoi,30.0,4.2,3.0,5.0,3.0,3.0,Have certificate,Full,6.4
Others,120.0,5.2,5.0,2.0,2.0,1.0,Have certificate,,5.2
Ho Chi Minh City,151.0,,,2.0,2.0,3.0,Have certificate,Basic,5.6
Hanoi,53.0,3.5,7.0,5.0,8.0,5.0,Have certificate,Full,8.8
Others,78.0,6.0,,,,,Have certificate,,7.0
Ho Chi Minh City,62.44,,,2.0,3.0,4.0,Have certificate,Basic,8.3
Hanoi,55.0,5.0,4.0,2.0,1.0,1.0,Have certificate,,7.5
Others,123.0,,,,,,,,4.3
Others,43.0,,,2.0,2.0,2.0,Have certificate,Basic,1.98
Ho Chi Minh City,100.0,4.0,,2.0,3.0,2.0,Have certificate,Basic,9.0
Hanoi,100.0,3.5,24.0,3.0,3.0,2.0,Have certificate,Basic,8.2
Others,70.0,5.0,12.0,3.0,,,Have certificate,,5.7
Ho Chi Minh City,100.0,,,,,,,,8.5
Others,72.0,,,,,,,,7.9
Ho Chi Minh City,64.0,4.0,16.0,3.0,4.0,4.0,Have certificate,Full,10.0
Others,75.0,,,,,,,,8.4
Ho Chi Minh City,40.0,4.0,4.0,5.0,4.0,5.0,Have certificate,,9.2
Ho Chi Minh City,100.0,5.0,12.0,1.0,2.0,1.0,Have certificate,,7.8
Ho Chi Minh City,82.5,5.0,12.0,3.0,3.0,3.0,Have certificate,Full,9.3
Ho Chi Minh City,53.28,3.3,60.0,1.0,1.0,1.0,,,8.2
Ho Chi Minh City,64.0,8.0,4.5,4.0,5.0,5.0,Have certificate,Full,8.5
Ho Chi Minh City,65.6,4.5,,2.0,3.0,3.0,Have certificate,,5.9
Hanoi,45.0,3.8,3.3,4.0,5.0,3.0,,,3.99
Ho Chi Minh City,100.0,5.0,6.0,3.0,4.0,4.0,Have certificate,,7.2
Ho Chi Minh City,201.0,,,,,,Have certificate,,8.8
Hanoi,30.3,4.6,,3.0,2.0,2.0,Have certificate,Full,3.2
Others,71.2,4.5,8.0,3.0,4.0,4.0,Have certificate,Basic,4.8
Hanoi,50.0,6.0,13.0,,,,Have certificate,,6.9
Hanoi,35.0,3.7,3.0,7.0,4.0,5.0,Have certificate,Full,9.0
Others,77.5,5.0,11.5,3.0,4.0,4.0,,,4.6
Others,120.0,6.0,56.0,3.0,4.0,3.0,Have certificate,Basic,8.6
Hanoi,30.0,,,4.0,2.0,3.0,Have certificate,,3.7
Ho Chi Minh City,42.5,8.5,4.0,4.0,3.0,3.0,Have certificate,Full,5.95
Others,72.0,,,,,,Have certificate,,7.9
Ho Chi Minh City,103.0,,5.0,1.0,2.0,2.0,Have certificate,Full,5.3
Hanoi,45.0,4.0,4.0,4.0,4.0,4.0,Have certificate,Full,7.0
Others,114.0,4.5,8.0,2.0,3.0,2.0,Have certificate,,2.5
Ho Chi Minh City,116.0,,,2.0,6.0,3.0,Have certificate,Full,9.0
Hanoi,83.0,5.4,,3.0,,,Have certificate,Basic,9.5
Others,70.0,7.2,,,,,,,3.2
Ho Chi Minh City,90.0,,6.0,1.0,,,Have certificate,,8.9
Ho Chi Minh City,52.0,,,3.0,4.0,5.0,Have certificate,Basic,6.1
Others,100.0,6.0,15.0,3.0,6.0,5.0,,Basic,6.46
Ho Chi Minh City,41.0,3.06,,2.0,2.0,1.0,Have certificate,Basic,3.0
Hanoi,93.0,,3.0,3.0,4.0,2.0,Have certificate,Basic,4.26
Ho Chi Minh City,73.0,4.1,12.0,3.0,3.0,3.0,Have certificate,,8.8
Ho Chi Minh City,68.0,4.3,7.0,4.0,3.0,3.0,Have certificate,Full,9.4
Ho Chi Minh City,56.0,,10.0,4.0,5.0,5.0,Have certificate,Basic,5.79
Hanoi,36.0,,,5.0,,,Have certificate,Basic,6.5
Hanoi,35.0,,,3.0,3.0,4.0,Have certificate,Basic,1.92
Ho Chi Minh City,71.0,4.7,4.0,4.0,4.0,4.0,Have certificate,Full,6.5
Ho Chi Minh City,69.2,,,2.0,6.0,3.0,Have certificate,Full,6.49
Hanoi,13.5,,,5.0,3.0,3.0,,Basic,5.4
Others,100.0,5.0,7.5,3.0,3.0,4.0,Have certificate,,7.95
Hanoi,64.5,4.0,6.0,4.0,6.0,4.0,Have certificate,Basic,8.5
Others,125.0,10.0,4.0,3.0,5.0,6.0,Have certificate,Full,8.3
Hanoi,50.0,5.0,2.0,4.0,5.0,3.0,Have certificate,,7.65
Others,150.0,,30.0,2.0,3.0,2.0,Have certificate,Full,3.9
Others,43.0,3.5,15.0,2.0,2.0,2.0,Have certificate,Full,3.9
Ho Chi Minh City,53.8,4.5,8.0,4.0,3.0,3.0,Have certificate,Full,4.7
Others,150.0,10.0,16.0,2.0,3.0,3.0,Sale contract,Full,8.6
Ho Chi Minh City,32.0,,,2.0,2.0,2.0,Have certificate,Full,3.75
Others,107.1,,,3.0,3.0,4.0,Sale contract,,3.8
Hanoi,45.0,4.0,7.0,4.0,4.0,4.0,Have certificate,Full,9.5
Hanoi,30.0,3.66,,5.0,3.0,4.0,,,6.45
Hanoi,56.0,6.0,30.0,1.0,1.0,1.0,Have certificate,Basic,7.0
Ho Chi Minh City,42.2,,4.0,2.0,2.0,2.0,Have certificate,Full,2.35
Ho Chi Minh City,60.0,4.0,7.0,3.0,4.0,3.0,Have certificate,,4.85
Ho Chi Minh City,74.0,4.0,10.0,3.0,4.0,4.0,Have certificate,Full,6.05
Ho Chi Minh City,82.0,5.0,5.0,3.0,3.0,4.0,Have certificate,,7.5
Hanoi,45.0,4.2,5.0,2.0,,,Have certificate,,3.5
Hanoi,62.0,10.0,,4.0,4.0,3.0,Have certificate,,9.5
Others,97.0,7.0,7.5,2.0,4.0,4.0,Have certificate,Basic,5.3
Others,106.0,5.3,,3.0,4.0,4.0,Have certificate,Basic,4.8
Ho Chi Minh City,130.0,4.4,16.0,1.0,3.0,1.0,Have certificate,Full,8.5
Ho Chi Minh City,160.0,5.0,14.0,1.0,,,Have certificate,,9.5
Hanoi,57.0,,,4.0,4.0,4.0,Have certificate,,8.3
Others,48.0,5.0,4.0,3.0,3.0,3.0,Have certificate,Basic,2.4
Hanoi,45.0,6.2,,4.0,4.0,,,,7.2
Others,120.0,6.0,5.5,1.0,3.0,,Have certificate,Full,3.59
Hanoi,30.4,4.0,3.0,5.0,3.0,4.0,Have certificate,Basic,5.48
Others,60.5,4.5,4.0,3.0,3.0,2.0,Have certificate,Basic,4.25
Hanoi,40.0,4.5,3.0,3.0,3.0,3.0,Have certificate,Full,6.4
Others,56.0,4.0,13.0,5.0,5.0,5.0,Have certificate,,7.7
Hanoi,36.0,,,4.0,3.0,4.0,Have certificate,Full,2.8
Hanoi,36.0,,,5.0,4.0,4.0,Have certificate,Basic,1.86
Ho Chi Minh City,44.0,15.0,15.0,,3.0,3.0,,,4.7
Hanoi,95.0,10.0,,3.0,5.0,5.0,Have certificate,Full,9.6
Others,90.0,,,3.0,4.0,4.0,Sale contract,,9.0
Ho Chi Minh City,100.0,5.0,30.0,4.0,4.0,4.0,Have certificate,,8.8
Ho Chi Minh City,25.0,,,3.0,2.0,3.0,Have certificate,Full,3.78
Ho Chi Minh City,283.0,,,1.0,6.0,4.0,,Full,9.0
Hanoi,42.0,3.6,,5.0,,,,Full,9.6
Ho Chi Minh City,64.0,,,4.0,4.0,5.0,,,8.6
Ho Chi Minh City,86.6,5.5,,3.0,5.0,7.0,,,9.8
Ho Chi Minh City,60.0,4.0,5.0,2.0,2.0,2.0,Have certificate,Full,2.55
Ho Chi Minh City,65.0,5.0,,5.0,4.0,4.0,Have certificate,,6.8
Hanoi,60.0,,,4.0,,,Have certificate,Full,8.4
Hanoi,100.0,5.0,17.0,5.0,,,Sale contract,,10.0
Ho Chi Minh City,80.0,5.0,4.0,2.0,2.0,2.0,Have certificate,,6.95
Hanoi,70.0,7.0,10.0,2.0,2.0,2.0,Have certificate,,1.5
Others,110.0,,21.0,3.0,5.0,6.0,Have certificate,Basic,5.46
Hanoi,35.0,3.3,5.0,3.0,3.0,3.0,Have certificate,,5.3
Others,108.0,6.0,,1.0,2.0,2.0,Have certificate,Basic,2.85
Others,108.0,6.0,16.0,,2.0,2.0,Have certificate,Basic,2.85
Hanoi,32.0,5.0,5.0,5.0,4.0,4.0,Have certificate,Full,5.5
Others,339.0,10.0,,2.0,3.0,3.0,,,6.3
Others,90.0,,,,,,,,3.2
Others,62.0,,12.0,3.0,4.0,4.0,Have certificate,,3.6
Ho Chi Minh City,132.0,4.0,6.0,1.0,2.0,1.0,Have certificate,Basic,7.5
Others,72.0,6.0,13.0,5.0,5.0,5.0,Have certificate,,7.6
Hanoi,35.0,,,4.0,3.0,3.0,Have certificate,Full,1.9
Others,127.0,8.0,15.0,4.0,6.0,4.0,Have certificate,Basic,7.7
Others,100.0,5.0,10.0,4.0,,,,,3.65
Others,100.0,5.0,5.0,,,,Have certificate,,3.05
Ho Chi Minh City,45.0,,5.0,4.0,7.0,7.0,Have certificate,Basic,6.5
Ho Chi Minh City,50.0,,,4.0,4.0,3.0,Have certificate,Full,6.6
Ho Chi Minh City,72.0,4.0,6.0,3.0,3.0,3.0,Have certificate,Basic,4.6
Hanoi,33.0,3.3,2.0,4.0,3.0,3.0,Have certificate,Full,4.2
Ho Chi Minh City,60.0,4.0,7.0,4.0,5.0,5.0,Have certificate,,5.5
Ho Chi Minh City,100.0,5.0,5.0,4.0,7.0,7.0,Have certificate,,9.5
Hanoi,55.0,4.0,15.0,5.0,6.0,,Have certificate,Basic,8.5
Others,167.0,10.0,3.0,,3.0,1.0,Have certificate,Full,3.75
Hanoi,20.0,5.0,,4.0,3.0,3.0,Have certificate,,4.8
Ho Chi Minh City,96.8,,,,4.0,4.0,Have certificate,,9.5
Others,115.0,16.0,,4.0,4.0,5.0,Have certificate,Basic,6.3
Others,65.0,,,5.0,,,,,6.8
Hanoi,39.0,3.8,15.0,5.0,6.0,3.0,Have certificate,Full,8.1
Ho Chi Minh City,66.0,,8.0,5.0,4.0,3.0,Have certificate,Full,9.0
Hanoi,56.0,,,,,,Have certificate,,4.9
Hanoi,35.0,3.4,2.5,5.0,3.0,3.0,Have certificate,Basic,4.05
Hanoi,45.0,,,3.0,4.0,3.0,Have certificate,Basic,1.95
Ho Chi Minh City,40.8,,4.0,3.0,5.0,4.0,Have certificate,,5.65
Hanoi,35.0,,,5.0,4.0,3.0,Have certificate,Full,2.3
Hanoi,44.0,3.8,,3.0,3.0,2.0,Have certificate,Full,2.65
Hanoi,35.0,3.3,4.0,3.0,3.0,3.0,Have certificate,Basic,2.2
Ho Chi Minh City,60.0,4.0,5.0,1.0,2.0,1.0,,Basic,1.95
Hanoi,30.0,3.7,3.0,3.0,3.0,3.0,Have certificate,Basic,1.98
Hanoi,32.0,,,5.0,3.0,4.0,Have certificate,Full,3.8
Others,300.0,10.0,,,,,Have certificate,,1.56
Hanoi,56.0,4.8,3.0,6.0,4.0,4.0,Have certificate,Basic,5.3
Hanoi,61.5,4.0,5.0,3.0,5.0,5.0,Have certificate,Full,7.8
Others,104.0,5.0,5.0,,2.0,2.0,Have certificate,Full,1.95
Ho Chi Minh City,61.0,,3.0,1.0,2.0,1.0,,,4.15
Hanoi,37.0,,,4.0,3.0,3.0,Have certificate,Full,5.15
Others,77.0,,,,,,Sale contract,,8.32
Hanoi,40.0,,,,,,,,5.85
Others,60.0,4.2,8.0,2.0,3.0,2.0,Have certificate,Full,2.75
Hanoi,36.0,,,,,,Have certificate,,7.2
Ho Chi Minh City,48.0,5.0,4.0,2.0,2.0,2.0,,Basic,2.3
Others,93.5,6.0,5.0,,2.0,1.0,Have certificate,Basic,1.75
Ho Chi Minh City,66.0,5.0,6.0,4.0,5.0,5.0,Have certificate,Basic,5.35
Hanoi,48.2,,,7.0,,,Have certificate,Full,9.8
Ho Chi Minh City,113.0,,8.0,4.0,3.0,4.0,Have certificate,Full,5.8
Ho Chi Minh City,68.0,6.0,6.0,2.0,3.0,3.0,Have certificate,,3.74
Ho Chi Minh City,51.0,,,3.0,4.0,4.0,Have certificate,,5.2
Hanoi,40.0,5.0,7.0,5.0,5.0,4.0,Have certificate,Basic,3.65
Hanoi,33.0,,,,3.0,,Have certificate,,2.13
Others,64.1,4.0,3.5,2.0,3.0,1.0,Have certificate,,2.0
Ho Chi Minh City,90.0,4.2,6.0,4.0,4.0,5.0,Have certificate,Full,7.79
Others,59.0,4.0,25.0,2.0,2.0,2.0,Have certificate,Full,1.9
Others,135.0,9.0,,3.0,,,,,7.6
Others,88.0,,,,,,Sale contract,,7.7
Others,100.0,6.0,15.2,3.0,4.0,3.0,Sale contract,Basic,6.46
Ho Chi Minh City,75.0,,6.0,3.0,4.0,4.0,Have certificate,,4.9
Hanoi,81.0,,,,,,Sale contract,,10.0
Others,124.8,,,1.0,,,,,1.55
Others,105.0,5.0,10.5,3.0,4.0,4.0,,,4.2
Others,105.0,7.0,5.0,2.0,2.0,3.0,Have certificate,Full,3.75
Hanoi,33.0,,,5.0,3.0,4.0,Have certificate,Basic,3.8
Others,320.0,,,2.0,4.0,4.0,Have certificate,,7.1
Ho Chi Minh City,19.0,,3.5,2.0,1.0,1.0,Have certificate,,2.89
Ho Chi Minh City,72.0,,8.0,4.0,4.0,5.0,Have certificate,,7.2
Ho Chi Minh City,55.0,4.5,5.0,,,,Have certificate,,6.8
Hanoi,98.0,6.0,,4.0,5.0,4.0,Have certificate,,8.0
Ho Chi Minh City,53.0,4.0,5.0,,4.0,5.0,Have certificate,,7.48
Others,52.0,,,5.0,,,,,6.4
Others,322.0,18.0,15.0,2.0,4.0,3.0,Have certificate,Full,6.3
Ho Chi Minh City,151.8,,4.0,,4.0,2.0,Have certificate,Basic,9.8
Hanoi,37.0,4.0,2.5,5.0,5.0,5.0,Have certificate,,6.5
Ho Chi Minh City,66.0,3.86,6.0,3.0,3.0,2.0,Have certificate,Full,7.5
Others,90.0,5.0,,1.0,1.0,1.0,Have certificate,Basic,2.25
Hanoi,40.0,5.0,2.0,3.0,3.0,2.0,Have certificate,Full,5.33
Hanoi,38.0,3.8,6.0,5.0,4.0,4.0,Have certificate,,7.5
Hanoi,50.0,,,3.0,,,Have certificate,Full,6.5
Hanoi,32.0,4.6,,5.0,3.0,,,,3.85
Others,44.0,4.0,10.0,4.0,4.0,3.0,Have certificate,Basic,2.95
Others,188.0,,,,3.0,2.0,Sale contract,,6.0
Ho Chi Minh City,81.0,6.0,6.0,3.0,6.0,4.0,Have certificate,Basic,7.5
Others,100.0,,,3.0,5.0,5.0,Have certificate,Basic,3.1
Hanoi,38.0,3.5,5.0,6.0,3.0,4.0,Have certificate,,4.7
Others,60.0,5.0,17.5,5.0,4.0,4.0,Have certificate,,4.2
Ho Chi Minh City,105.0,,,3.0,4.0,4.0,Have certificate,,9.8
Others,74.0,3.5,,3.0,4.0,,,,5.1
Others,90.0,7.5,7.5,3.0,4.0,4.0,Have certificate,,6.5
Others,125.0,,28.0,2.0,2.0,2.0,Have certificate,,2.9
Hanoi,35.0,,2.8,3.0,3.0,3.0,Have certificate,Full,1.85
Hanoi,46.0,,3.0,3.0,3.0,2.0,Have certificate,Full,2.6
Ho Chi Minh City,50.0,,,3.0,4.0,3.0,Have certificate,,6.5
Hanoi,32.0,4.2,2.5,4.0,4.0,3.0,Have certificate,,2.7
Ho Chi Minh City,104.4,5.0,12.0,4.0,4.0,5.0,,Full,9.2
Others,114.0,,,5.0,5.0,4.0,Have certificate,,8.48
Ho Chi Minh City,160.0,8.0,,,,,Have certificate,,9.5
Hanoi,31.0,3.0,3.0,5.0,3.0,4.0,Have certificate,Basic,4.3
Ho Chi Minh City,65.0,5.0,12.0,6.0,4.0,4.0,Have certificate,Basic,6.8
Others,90.0,5.0,7.0,2.0,3.0,3.0,Have certificate,,7.2
Hanoi,48.0,,,5.0,6.0,,Have certificate,Full,8.5
Ho Chi Minh City,66.0,4.0,8.0,3.0,3.0,4.0,Have certificate,,5.99
Others,162.0,14.0,14.0,3.0,4.0,4.0,Sale contract,,8.26
Ho Chi Minh City,120.0,4.0,8.0,1.0,2.0,1.0,Have certificate,,8.2
Others,60.0,5.0,7.5,2.0,3.0,2.0,Have certificate,Full,5.6
Hanoi,76.0,6.0,,2.0,,,Have certificate,,7.5
Hanoi,32.0,,,5.0,4.0,4.0,Have certificate,Full,3.0
Others,100.0,,,,,,Sale contract,Basic,3.3
Others,54.0,4.7,5.0,3.0,3.0,3.0,Have certificate,Full,5.7
Ho Chi Minh City,66.0,4.3,10.0,4.0,3.0,2.0,Have certificate,,7.99
Ho Chi Minh City,44.0,,6.0,1.0,2.0,2.0,Have certificate,Full,2.3
Hanoi,21.0,7.0,,5.0,3.0,2.0,Have certificate,Full,4.5
Others,165.0,,15.0,,,,,,7.3
Ho Chi Minh City,69.1,3.7,5.0,2.0,5.0,4.0,Have certificate,Basic,9.69
Ho Chi Minh City,88.0,,,,,,,,9.8
Others,110.0,,,3.0,,,,,7.5
Others,47.1,4.1,6.0,4.0,4.0,3.0,Have certificate,Basic,3.3
Ho Chi Minh City,31.0,,,,,,,,6.9
Ho Chi Minh City,16.0,4.0,3.0,3.0,2.0,2.0,Sale contract,Full,1.15
Ho Chi Minh City,65.0,,,,2.0,1.0,Sale contract,Basic,6.21
Ho Chi Minh City,100.0,5.0,5.0,4.0,7.0,7.0,Have certificate,Basic,9.5
Others,95.0,,,2.0,3.0,2.0,Have certificate,,1.75
Hanoi,80.0,4.2,2.5,3.0,3.0,3.0,Have certificate,Full,6.8
Others,90.0,6.0,,3.0,4.0,5.0,Sale contract,,8.5
Hanoi,55.0,4.0,4.5,4.0,5.0,4.0,Have certificate,Basic,8.9
Others,300.0,,,,,,,,2.9
Others,67.5,,,4.0,,,Have certificate,,4.5
Hanoi,35.0,4.4,,5.0,3.0,3.0,Have certificate,,5.9
Hanoi,42.0,,,,,,Have certificate,,4.3
Ho Chi Minh City,162.2,6.9,2.0,1.0,3.0,2.0,Have certificate,,9.95
Others,163.2,,,,,,,,8.15
Ho Chi Minh City,75.0,5.0,20.0,3.0,4.0,3.0,Have certificate,Full,6.7
Ho Chi Minh City,100.0,5.0,30.0,4.0,4.0,4.0,Have certificate,,6.5
Others,106.0,,7.5,3.0,,3.0,Have certificate,Full,5.8
Hanoi,26.0,3.0,20.0,4.0,4.0,3.0,Have certificate,,1.1
Ho Chi Minh City,63.2,15.0,6.0,4.0,5.0,4.0,Have certificate,Basic,6.4
Ho Chi Minh City,46.0,,,,,,,,4.6
Ho Chi Minh City,96.0,8.0,5.0,2.0,5.0,3.0,Have certificate,,5.9
Others,55.0,,10.5,2.0,2.0,2.0,Have certificate,Full,5.3
Hanoi,69.0,,,,,,Have certificate,,3.8
Others,46.0,,,4.0,4.0,4.0,,,8.0
Others,60.0,4.0,,1.0,,,,,1.2
Hanoi,42.0,5.1,,2.0,3.0,2.0,Have certificate,Basic,4.25
